"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"923","1421911_at","Stat2","20847","signal transducer and activator of transcription 2",0.505155044583419,6.74007000812509,2.51947875594116,0.0268175406092469,0.542133671863936,-3.45742011353316
"924","1421912_at","Slc23a1","20522","solute carrier family 23 (nucleobase transporters), member 1",0.315030056160186,9.37816073939993,1.75939192537342,0.103782404596417,0.625154009014659,-4.62889993192704
"925","1421935_at","Rps20","67427","ribosomal protein S20",0.106609327223741,4.16865974556361,0.590223377741777,0.565916031861003,0.906805758009145,-5.85055661769658
"926","1421943_at","Tgfa","21802","transforming growth factor alpha",-0.305749942995836,7.21993987949585,-1.75281924040248,0.104943631816209,0.626575213490895,-4.63815176999901
"927","1421968_a_at","Nipa2","93790","non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human)",-0.376375040723819,6.47819405241974,-2.29509703238007,0.0404174089015792,0.560428047018292,-3.81998136872331
"928","1421977_at","Mmp19","58223","matrix metallopeptidase 19",0.385118619011466,6.07188921465668,0.989220197071088,0.341951537005465,0.802460071512152,-5.54652948178682
"929","1421983_s_at","Hnf4a","15378","hepatic nuclear factor 4, alpha",0.765608842486058,8.07269116956885,1.36955773178116,0.195740583804471,0.714783076614062,-5.1395810163781
"930","1421989_s_at","Papss2","23972","3'-phosphoadenosine 5'-phosphosulfate synthase 2",0.134534188497929,8.69316737186838,0.418968820827779,0.682590560512447,0.93440045527781,-5.93679332056545
"931","1421991_a_at","Igfbp4","16010","insulin-like growth factor binding protein 4",0.631620417293158,8.44540691275708,1.11939342064637,0.284731161061574,0.789758164925697,-5.41894168075283
"932","1422001_at","Inhbc","16325","inhibin beta-C",-0.418864249951746,8.79984820052705,-2.20030379390876,0.0479637562943741,0.573257959683341,-3.96976084499137
"933","1422003_at","Cxcr5","12145","chemokine (C-X-C motif) receptor 5",0.0597567906255976,3.58467325362132,0.352229816618132,0.730733019000199,0.94360823987313,-5.96272370784399
"934","1422017_s_at","4833439L19Rik","97820","RIKEN cDNA 4833439L19 gene",0.0733734354151845,4.04719278446873,0.363870483297259,0.722242057458436,0.940217315681363,-5.95851620203002
"935","1422018_at","Hivep2","15273","human immunodeficiency virus type I enhancer binding protein 2",0.0552340527740425,4.4483355267866,0.236956596527806,0.816660196350545,0.962478317410664,-5.99711842832958
"936","1422031_a_at","Zfand6","65098","zinc finger, AN1-type domain 6",-0.146537495441731,8.76186231583964,-0.790259182628354,0.444609780975387,0.862541894212719,-5.71536846804786
"937","1422053_at","Inhba","16323","inhibin beta-A",-0.0659056153781687,8.08582044498313,-0.257730106404698,0.800952273208651,0.959013995773413,-5.99190121913815
"938","1422061_at","Akr1c20","116852","aldo-keto reductase family 1, member C20",-0.342668783336983,7.23257437173365,-2.02546667301795,0.0654897880555309,0.594369088160012,-4.23934150074963
"939","1422062_at","Msr1","20288","macrophage scavenger receptor 1",0.213406737837099,6.53203892793674,1.0471024192615,0.315546985162638,0.79282098936559,-5.49139627779021
"940","1422063_a_at","Pex5","19305","peroxisomal biogenesis factor 5",0.525705408062849,6.54166465052956,1.5324930390334,0.151155864435458,0.671770314683229,-4.93615810088613
"941","1422070_at","Adh4","26876","alcohol dehydrogenase 4 (class II), pi polypeptide",-0.387203033565084,10.2203057173246,-2.56427502049067,0.0246924012948007,0.540122868787097,-3.38393070581618
"942","1422077_at","Acot4","171282","acyl-CoA thioesterase 4",0.130709322409833,6.7051910926823,0.629162890263944,0.540955310309335,0.899349675872747,-5.82708641932557
"943","1422086_at","Tbx19","83993","T-box 19",-0.257253287155645,4.36093771306239,-1.62698857591069,0.129518314011239,0.653986402101346,-4.81134713922079
"944","1422094_a_at","Zfp329","67230","zinc finger protein 329",-0.308064738359599,5.2537852481179,-1.72053218123234,0.11081818287509,0.632579012264136,-4.68331253721639
"945","1422111_at","Ackr2","59289","atypical chemokine receptor 2",0.0418947726565166,4.79544180461782,0.210778891386991,0.836572643836786,0.962478317410664,-6.00307460177115
"946","1422119_at","Rab5b","19344","RAB5B, member RAS oncogene family",0.333429265710845,5.44282915124805,2.08158745066025,0.0592989910261977,0.586057179505166,-4.15384183289413
"947","1422124_a_at","Ptprc","19264","protein tyrosine phosphatase, receptor type, C",0.0946417015557337,7.90439640788462,0.500479387254202,0.625728585668677,0.928504337055407,-5.89924098938751
"948","1422128_at","Rpl14","67115","ribosomal protein L14",-0.199935684551014,4.94658474093177,-0.943437255581704,0.363939765604538,0.817156314717408,-5.58826621546807
"949","1422144_at","Inhbe","16326","inhibin beta-E",-0.131504608305401,7.28881935398548,-0.455868973007533,0.65656867927731,0.932238109260876,-5.92058835364266
"950","1422183_a_at","Adra1b","11548","adrenergic receptor, alpha 1b",0.561058943808024,6.63008056514765,1.50523540292446,0.157949025359035,0.680395801546613,-4.97126174878774
"951","1422184_a_at","Ak1","11636","adenylate kinase 1",0.0305539203075229,4.62168838783404,0.168167651449776,0.86923343033642,0.963879753401043,-6.01129029237766
"952","1422193_at","Gucy2e","14919","guanylate cyclase 2e",-0.0626020265400977,3.54094407408223,-0.380834654163059,0.709937106066049,0.938492356736885,-5.95214537580382
"953","1422197_at","Kcna2","16490","potassium voltage-gated channel, shaker-related subfamily, member 2",-0.0377810624517592,4.29780004707879,-0.212318322019507,0.835398227934112,0.962478317410664,-6.0027434523299
"954","1422222_at","Ivl","16447","involucrin",-0.0341629195856248,5.54118111937893,-0.171164834075521,0.866927121646801,0.963879753401043,-6.01077248615798
"955","1422248_at","Irs4","16370","insulin receptor substrate 4",-0.0493904949606314,4.24504321749466,-0.280764787075054,0.783640417865863,0.953191317654195,-5.98561002229548
"956","1422264_s_at","Klf9","16601","Kruppel-like factor 9",-0.154870524802301,6.84482230672819,-0.512299235715924,0.6176763945187,0.92559466927919,-5.8932651447399
"957","1422265_at","Brs3","12209","bombesin-like receptor 3",0.205120460656927,4.58923623981187,1.1843320988338,0.259055559854656,0.770227375002817,-5.35057291640251
"958","1422285_at","Otp","18420","orthopedia homeobox",0.0698824471497987,4.26709191119875,0.42573762133517,0.677783924290963,0.93420339892275,-5.93391984710938
"959","1422286_a_at","Tgif1","21815","TGFB-induced factor homeobox 1",0.158636046951089,7.08946699386601,0.93475858170537,0.368218188789586,0.817752655766541,-5.59598788314081
"960","1422358_at","Fpr-rs4","14291","formyl peptide receptor, related sequence 4",0.187211239979274,3.90083832366496,1.07932170821398,0.301518488700647,0.79282098936559,-5.45958941002973
"961","1422364_at","Olfr68","18369","olfactory receptor 68",-0.0599353834252878,3.26367497250295,-0.34746261770905,0.734221172391763,0.94360823987313,-5.96440817690964
"962","1422397_a_at","Il15ra","16169","interleukin 15 receptor, alpha chain",-0.176680969003798,6.08657710475595,-0.826782349385964,0.424386918658016,0.84772983505611,-5.68685989322586
"963","1422409_at","Hes3","15207","hes family bHLH transcription factor 3",0.107854934665252,3.94758699663491,0.554388664154238,0.589426957584974,0.91124006735593,-5.87090751466666
"964","1422412_x_at","Ear3","53876","eosinophil-associated, ribonuclease A family, member 3",0.0724676864489568,5.06482645558802,0.406036424599753,0.691814421772315,0.93440045527781,-5.94215909657203
"965","1422435_at","2210010C04Rik","67373","RIKEN cDNA 2210010C04 gene",1.45375038075214,5.72500868552345,2.0818889199892,0.0592672608246714,0.586057179505166,-4.15337977967587
"966","1422437_at","Col5a2","12832","collagen, type V, alpha 2",-0.0207654800154806,6.08952355579286,-0.0870705306327754,0.932041766716573,0.976741745465769,-6.02183881509534
"967","1422438_at","Ephx1","13849","epoxide hydrolase 1, microsomal",-0.18221754315452,10.66574026157,-0.944834739490577,0.363254121291368,0.817156314717408,-5.58701713132671
"968","1422445_at","Itga6","16403","integrin alpha 6",0.456899950723106,6.43949653964795,1.53385193473277,0.150823859779427,0.671770314683229,-4.93439725164339
"969","1422450_at","Ctnnd1","12388","catenin (cadherin associated protein), delta 1",0.116892707615378,8.13806968179007,0.625163319213392,0.543490270988712,0.899349675872747,-5.82956170317245
"970","1422452_at","Bag3","29810","BCL2-associated athanogene 3",0.123611878915153,8.50470844064006,0.712706612289717,0.489562483584658,0.879486744723807,-5.77204692736749
"971","1422453_at","Prpf8","192159","pre-mRNA processing factor 8",0.158379135165045,9.74732300040106,0.729486354174554,0.479607319152646,0.877119691783668,-5.76023389542397
"972","1422460_at","Mad2l1","56150","MAD2 mitotic arrest deficient-like 1",-0.497197262944982,5.85003149837749,-2.95422142536112,0.0119706417411207,0.435627143774644,-2.73422405919465
"973","1422474_at","Pde4b","18578","phosphodiesterase 4B, cAMP specific",-0.0109760538728603,7.63067248848225,-0.0508629207643994,0.960265915478034,0.982529871355686,-6.02438680457856
"974","1422477_at","Cables1","63955","CDK5 and Abl enzyme substrate 1",0.361823473634052,5.78041894964851,1.32045565563983,0.211148567823057,0.731141309476855,-5.19771959490515
"975","1422478_a_at","Acss2","60525","acyl-CoA synthetase short-chain family member 2",0.265166854450754,11.2121134384233,0.832255713596519,0.421409277779011,0.845943964293094,-5.68248904383038
"976","1422483_a_at","Cycs","13063","cytochrome c, somatic",-0.0632324448707688,10.7461240190869,-0.334352230222505,0.743845776915263,0.94360823987313,-5.96892471450123
"977","1422493_at","Cpox","12892","coproporphyrinogen oxidase",-0.186087913815678,8.38352244552184,-0.839945162454812,0.417249447488179,0.84494982714023,-5.67630541405387
"978","1422498_at","Mageh1","75625","melanoma antigen, family H, 1",-0.179973879076626,5.58733831850682,-0.962306915585889,0.354758764875168,0.813740443724962,-5.57126743166873
"979","1422500_at","Idh3a","67834","isocitrate dehydrogenase 3 (NAD+) alpha",-0.304913473304313,5.02382517385363,-1.8134057198691,0.0946676585295946,0.614457929766365,-4.55214213571342
"980","1422503_s_at","Parp1","11545","poly (ADP-ribose) polymerase family, member 1",0.0856882420455207,7.0977384364419,0.460106022491673,0.653609751546374,0.932238109260876,-5.91864315956234
"981","1422509_at","U2af1","108121","U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 1",0.228875607697306,8.57410771324709,1.25029952736114,0.234862247278569,0.758421694236296,-5.27806654213389
"982","1422512_a_at","Ogfr","72075","opioid growth factor receptor",0.275391331824118,5.82139890686985,1.02306990908577,0.326321767169155,0.793475992811486,-5.51460381140687
"983","1422526_at","Acsl1","14081","acyl-CoA synthetase long-chain family member 1",-0.0521259568900465,10.0515120474042,-0.200207997652133,0.844648026070667,0.962478317410664,-6.00528391865029
"984","1422527_at","H2-DMa","14998","histocompatibility 2, class II, locus DMa",0.0333669248101947,6.1901415755754,0.155148822259688,0.879265615392087,0.963879753401043,-6.01343381201048
"985","1422528_a_at","Zfp36l1","12192","zinc finger protein 36, C3H type-like 1",0.495396194130036,9.49288106113244,2.58998267166826,0.0235478809931601,0.536230593566068,-3.34161846773177
"986","1422535_at","Ccne2","12448","cyclin E2",-0.217160675013647,3.45505719686055,-1.33375833176662,0.206879369529976,0.726426153765797,-5.18212063055141
"987","1422544_at","Myo10","17909","myosin X",0.257682590950281,5.3984606707124,1.27405210756458,0.226605015393602,0.750430417174557,-5.25122991251615
"988","1422546_at","Ilf3","16201","interleukin enhancer binding factor 3",0.399555004128457,3.73069153362828,2.23433346353045,0.0451125790486546,0.573257959683341,-3.91625773991631
"989","1422551_at","Zkscan3","72739","zinc finger with KRAB and SCAN domains 3",0.134548432387291,7.25397782454488,0.625200438267894,0.543466713992554,0.899349675872747,-5.82953879839974
"990","1422557_s_at","Mt1","17748","metallothionein 1",-0.0884317265794703,10.9497898641111,-0.227673482031867,0.82370705568968,0.962478317410664,-5.99930959332139
"991","1422558_at","Gamt","14431","guanidinoacetate methyltransferase",0.103754682021211,10.1926918952782,0.66111732536264,0.520943972778535,0.889224278246024,-5.80678319227032
"992","1422565_s_at","Nfic","18029","nuclear factor I/C",0.571727807333351,4.55978412851813,1.15255231085842,0.271386684851502,0.774531132227617,-5.38441157135006
"993","1422569_at","Yy1","22632","YY1 transcription factor",-0.0590242218610459,9.28780478089307,-0.321247400320009,0.753511640653062,0.944944327737893,-5.9732690554062
"994","1422593_at","Ap3s1","11777","adaptor-related protein complex 3, sigma 1 subunit",-0.0910950549290721,9.59048532654755,-0.509984559255856,0.619249221927546,0.926449319585753,-5.89444588875443
"995","1422597_at","Mmp15","17388","matrix metallopeptidase 15",0.0371302802579798,6.74377042513846,0.158256891015977,0.876868508544264,0.963879753401043,-6.01293769220114
"996","1422603_at","Rnase4","58809","ribonuclease, RNase A family 4",-0.070060608310234,12.5389287963709,-0.311266752342862,0.7609026244264,0.947404095572749,-5.97646326691317
"997","1422615_at","Map4k4","26921","mitogen-activated protein kinase kinase kinase kinase 4",0.366814954868355,4.99571943520786,2.27266657150773,0.0420936628007989,0.56730380405392,-3.85562800519519
"998","1422621_at","Ranbp2","19386","RAN binding protein 2",-0.116422042242753,8.16149115171491,-0.681118680856803,0.508639887490913,0.883164550107346,-5.7936010173784
"999","1422624_at","Rev1","56210","REV1, DNA directed polymerase",-0.0893778809010666,6.06415658975702,-0.496923224284366,0.62816115423215,0.929075442961934,-5.90101278688753
"1000","1422631_at","Ahr","11622","aryl-hydrocarbon receptor",-0.767110638635661,9.34473524995462,-3.96672911691616,0.00184626834889925,0.205389984373981,-1.04084700633929
"1001","1422638_s_at","Rassf5","54354","Ras association (RalGDS/AF-6) domain family member 5",0.129327860362323,7.35752395990921,0.716530734098113,0.487282698040739,0.879061692381068,-5.76937680736167
"1002","1422643_at","Moxd1","59012","monooxygenase, DBH-like 1",0.0344831783096295,2.7052431346836,0.204590107859789,0.841298123844183,0.962478317410664,-6.00438174782295
"1003","1422662_at","Lgals8","56048","lectin, galactose binding, soluble 8",0.102453517752446,9.49681409541614,0.649092440498676,0.52842378719123,0.894222527682323,-5.81453321213617
"1004","1422670_at","Rnd2","11858","Rho family GTPase 2",0.406021757163519,7.95233347139677,1.45756845171863,0.170454797182354,0.692046476560356,-5.03163708815501
"1005","1422671_s_at","Naalad2","72560","N-acetylated alpha-linked acidic dipeptidase 2",-0.361097157699546,5.10943080618141,-2.03938951640528,0.0639001745586718,0.594369088160012,-4.21822732568045
"1006","1422673_at","Prkd1","18760","protein kinase D1",-0.0379895744407097,3.62141561864009,-0.208873536989904,0.838026788321568,0.962478317410664,-6.00348115434521
"1007","1422692_at","Sub1","20024","SUB1 homolog, transcriptional regulator",0.157067336809794,7.17819239220916,0.70000144383651,0.497183134239754,0.880027694828731,-5.78082411834833
"1008","1422701_at","Zap70","22637","zeta-chain (TCR) associated protein kinase",0.284712716637225,7.67732634667077,1.31090744391801,0.214256925432585,0.73176287466355,-5.2088454666759
"1009","1422702_at","Azin1","54375","antizyme inhibitor 1",-0.200930294258858,7.55227413166399,-1.27763833915071,0.225378827311608,0.749238197687621,-5.2471451531244
"1010","1422703_at","Gk","14933","glycerol kinase",-0.328691347640953,8.6444922435428,-1.84365224674529,0.0898850634879105,0.610118636049957,-4.50860993160389
"1011","1422707_at","Pik3cg","30955","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",0.338095483097505,4.14955171825174,1.82945197005,0.0921024938888521,0.613536635215882,-4.5290956229749
"1012","1422727_at","Nme5","75533","NME/NM23 family member 5",0.194755592542164,4.45432356601619,1.21557013325681,0.247365538848474,0.766390598546273,-5.31661455088755
"1013","1422735_at","Foxq1","15220","forkhead box Q1",-0.609630448633324,7.73754470355418,-1.98275232889608,0.0705984049318407,0.59451257755951,-4.30370231522223
"1014","1422742_at","Hivep1","110521","human immunodeficiency virus type I enhancer binding protein 1",0.100799375048464,5.78080550997005,0.391119910456396,0.702517776647312,0.934901221146025,-5.94814501561457
"1015","1422751_at","Tle1","21885","transducin-like enhancer of split 1",-0.242135540393258,8.79701286773573,-1.09578616502148,0.294532870507316,0.792514220536962,-5.44303305138172
"1016","1422755_at","Btk","12229","Bruton agammaglobulinemia tyrosine kinase",0.206870367778605,5.20768686987592,1.03571910778047,0.320617373984527,0.79282098936559,-5.50244437019806
"1017","1422758_at","Chst2","54371","carbohydrate sulfotransferase 2",0.0809655416459094,4.52540569615265,0.482827961006646,0.637847608312435,0.929255804474708,-5.90791636947054
"1018","1422768_at","Syncrip","56403","synaptotagmin binding, cytoplasmic RNA interacting protein",0.0207220368164878,6.39233204854918,0.128785259390614,0.899646389988979,0.970458809260778,-6.01724772803429
"1019","1422771_at","Smad6","17130","SMAD family member 6",0.364153904917875,6.56810425687402,2.25210414249797,0.0436883181271052,0.569878141674047,-3.88819701756094
"1020","1422774_at","1700088E04Rik","27660","RIKEN cDNA 1700088E04 gene",-0.0210788122325889,5.14860033692407,-0.124552990949982,0.902925586863751,0.971622677290355,-6.01779422255877
"1021","1422780_at","Pxmp4","59038","peroxisomal membrane protein 4",-0.202107858600389,9.11365242531135,-1.14399006221287,0.274785438624091,0.778513997516077,-5.39340450317989
"1022","1422782_s_at","Tlr3","142980","toll-like receptor 3",0.0325510737444077,5.82382224370944,0.180374711499353,0.859848280660559,0.962478317410664,-6.0091244148023
"1023","1422786_at","Slc30a1","22782","solute carrier family 30 (zinc transporter), member 1",-0.101595831088097,6.55136319693996,-0.600524520905349,0.559252484484035,0.903931266707389,-5.84448449943934
"1024","1422812_at","Cxcr6","80901","chemokine (C-X-C motif) receptor 6",-0.223740225013721,2.91041965969481,-1.15364646561853,0.270954712947027,0.774531132227617,-5.38325856314172
"1025","1422814_at","Aspm","12316","abnormal spindle microtubule assembly",-0.240638044952907,3.46218855983624,-1.16224754011577,0.267577502134717,0.770905759421663,-5.37416482869229
"1026","1422815_at","C9","12279","complement component 9",-0.308950634687712,11.5999101290383,-1.28570574421433,0.222639983762368,0.746906303822845,-5.23792499469085
"1027","1422820_at","Lipe","16890","lipase, hormone sensitive",0.17533705356803,5.72473782068743,0.903851625105553,0.383740553179445,0.830926211151225,-5.62298794908502
"1028","1422826_at","Igfals","16005","insulin-like growth factor binding protein, acid labile subunit",-0.048614180790981,9.90166646675002,-0.230579001337597,0.821499704060841,0.962478317410664,-5.99863310694347
"1029","1422828_at","Cd3d","12500","CD3 antigen, delta polypeptide",-0.268958116937752,5.23793027697922,-1.75544723250363,0.104477944504099,0.625154009014659,-4.63445490374037
"1030","1422833_at","Foxa2","15376","forkhead box A2",-0.128462528038529,9.33944001965581,-0.710021497877324,0.491167103816699,0.879486744723807,-5.7739139478127
"1031","1422842_at","Xrn2","24128","5'-3' exoribonuclease 2",0.047625244730237,6.6194549769683,0.293603789078661,0.774042709888532,0.948355609852113,-5.9818730670048
"1032","1422845_at","Canx","12330","calnexin",0.0234007676844783,9.15424119991313,0.113564042203923,0.911448491121574,0.973810756303576,-6.01912813848055
"1033","1422847_a_at","Prkcd","18753","protein kinase C, delta",0.0212741188491421,6.33298077327539,0.11560807605331,0.909862257320812,0.973168176098544,-6.01888931749991
"1034","1422852_at","Cib2","56506","calcium and integrin binding family member 2",-0.292265372314009,6.22265683121386,-1.516576300903,0.155091559178067,0.672055286639204,-4.95670678271099
"1035","1422853_at","Shc1","20416","src homology 2 domain-containing transforming protein C1",0.305523241168014,5.08462058186003,1.24369719449363,0.237199664606914,0.762305650423483,-5.28545839111027
"1036","1422858_at","Trip4","56404","thyroid hormone receptor interactor 4",-0.168556554945873,8.45436016767456,-1.04028408433567,0.318576855093869,0.79282098936559,-5.49802579335512
"1037","1422875_at","Cd84","12523","CD84 antigen",0.234826587635199,6.17768105708585,1.44905972559064,0.172773039751861,0.695831352762232,-5.0422758202248
"1038","1422882_at","Sypl","19027","synaptophysin-like protein",0.394954386679842,5.93214891711045,2.36949646720947,0.0353023068592561,0.556700429598388,-3.70090719759092
"1039","1422899_at","Slc6a20b","22599","solute carrier family 6 (neurotransmitter transporter), member 20B",-0.137652136822528,4.45135108698968,-0.733681894223018,0.477137752791348,0.874079763714776,-5.75724107113863
"1040","1422901_at","Oga","76055","O-GlcNAcase",0.0196985907784253,6.13678028868325,0.0961420247523102,0.924983964465572,0.9766507014166,-6.02099112750829
"1041","1422903_at","Ly86","17084","lymphocyte antigen 86",0.324424702807352,8.23016845743634,1.52069782634592,0.154064108491342,0.671770314683229,-4.95139935719045
"1042","1422904_at","Fmo2","55990","flavin containing monooxygenase 2",0.0575547104662437,7.79304389858328,0.333776952488354,0.74426915033277,0.94360823987313,-5.96911899857287
"1043","1422906_at","Abcg2","26357","ATP binding cassette subfamily G member 2 (Junior blood group)",-0.205587689426029,8.67040101533556,-1.29078488193763,0.220929462400132,0.744713486219225,-5.23209795719331
"1044","1422916_at","Fgf21","56636","fibroblast growth factor 21",0.248994036248056,5.66847175433909,1.20642732058684,0.250743167187831,0.767765341382214,-5.32662424076064
"1045","1422917_at","Epha1","13835","Eph receptor A1",-0.0151299809255541,6.44669876072382,-0.0987097390788495,0.922987413628677,0.9766507014166,-6.02073596799834
"1046","1422925_s_at","Acot3","171281","acyl-CoA thioesterase 3",0.284839864119775,9.46182810409597,0.786226937224868,0.44687994888324,0.862661736142188,-5.71844531516991
"1047","1422930_at","Icam4","78369","intercellular adhesion molecule 4, Landsteiner-Wiener blood group",0.0435799225572167,4.01781135217643,0.244192241342264,0.811179122326042,0.961366607175385,-5.99535042414918
"1048","1422936_at","Mas1","17171","MAS1 oncogene",0.0783390552643577,3.23614725985159,0.475825512519118,0.642686006248846,0.931110825589162,-5.91127513688128
"1049","1422959_s_at","Rnf114","81018","ring finger protein 114",0.518908346000364,6.57758746636639,1.2933806110362,0.220059398023981,0.744328917786185,-5.22911342631806
"1050","1422960_at","Srd5a2","94224","steroid 5 alpha-reductase 2",0.00597553669198181,4.23940476218356,0.0365517784227609,0.971439327092632,0.987670683741264,-6.02502522321336
"1051","1422962_a_at","Psmb8","16913","proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)",0.225813751462292,9.07077774791393,1.33865107811521,0.205327019077175,0.722537549255324,-5.17635470891453
"1052","1422972_s_at","Kat2a","14534","K(lysine) acetyltransferase 2A",0.374282051403015,5.80745544316587,1.01095546749322,0.331854403956122,0.796298531268243,-5.52613272972861
"1053","1422980_a_at","Bet1l","54399","Bet1 golgi vesicular membrane trafficking protein like",0.0674696648693018,7.66698410452589,0.400136760993649,0.696039591192126,0.93440045527781,-5.94455264211992
"1054","1422982_at","Ar","11835","androgen receptor",0.375304032908885,5.60376639534008,1.17156823429089,0.263954668675041,0.770905759421663,-5.36425035670586
"1055","1422996_at","Acot2","171210","acyl-CoA thioesterase 2",0.224584442876443,5.26819026854754,1.04670759655181,0.315721848914806,0.79282098936559,-5.49178114002379
"1056","1423006_at","Pim1","18712","proviral integration site 1",0.10728990601308,5.83122657063255,0.450423971730331,0.660380111407751,0.932238109260876,-5.9230626241652
"1057","1423013_at","Foxf1","15227","forkhead box F1",-0.0284543634849381,4.90615657702035,-0.150708740030469,0.88269220273295,0.964340489228598,-6.0141255529871
"1058","1423016_a_at","Gypa","14934","glycophorin A",0.0805731074809288,3.16424646321715,0.403065609869949,0.693940692066761,0.93440045527781,-5.94336863821629
"1059","1423027_at","Foxl1","14241","forkhead box L1",0.170302949150958,4.0215506123162,1.02565361822545,0.325150584617601,0.793475992811486,-5.51213020973957
"1060","1423033_at","Stt3a","16430","STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",0.201815355476402,4.86025652388837,0.992430799847623,0.34044622890027,0.802460071512152,-5.54354000264619
"1061","1423036_at","Txndc17","52700","thioredoxin domain containing 17",-0.235876574708663,3.8569806137785,-1.2249794354618,0.24392707196006,0.764744333712622,-5.30625254518242
"1062","1423053_at","Arf4","11843","ADP-ribosylation factor 4",0.220243584502258,8.55809819195806,1.18308410857878,0.259531418647265,0.770227375002817,-5.35191533131221
"1063","1423061_at","Arvcf","11877","armadillo repeat gene deleted in velocardiofacial syndrome",-0.250510443725598,5.4177569423995,-1.41449968560635,0.182463674771005,0.700545180297485,-5.0850459265386
"1064","1423062_at","Igfbp3","16009","insulin-like growth factor binding protein 3",-0.363982639896332,7.06531105108427,-2.03450443069663,0.064453790368186,0.594369088160012,-4.2256430631823
"1065","1423066_at","Dnmt3a","13435","DNA methyltransferase 3A",0.166288998096777,6.33862846619555,0.854368493955755,0.409520645639071,0.841997025246152,-5.66457136304463
"1066","1423068_at","Ift172","67661","intraflagellar transport 172",0.221078492671997,6.61486959237162,0.911553140319543,0.379830882956751,0.8274521821958,-5.61633319588094
"1067","1423071_x_at","6720475J19Rik","68157","RIKEN cDNA 6720475J19 gene",0.08204183674939,5.47456693937148,0.394861820721211,0.699826392139152,0.934901221146025,-5.9466638836627
"1068","1423078_a_at","Msmo1","66234","methylsterol monoxygenase 1",-0.128863044937832,11.0685879458553,-0.556004057908579,0.588356231581899,0.91124006735593,-5.87001605240199
"1069","1423086_at","Npc1","18145","NPC intracellular cholesterol transporter 1",-0.139706139104298,8.43048466950597,-0.600309769179011,0.559390962463624,0.903931266707389,-5.84461209417531
"1070","1423089_at","Tmod3","50875","tropomodulin 3",-0.0371182227835511,4.99116083559259,-0.200589222413934,0.844356472000156,0.962478317410664,-6.00520620388932
"1071","1423100_at","Fos","14281","FBJ osteosarcoma oncogene",1.02194668888833,6.54837426554109,3.89311516835019,0.00210996476989562,0.205389984373981,-1.16164397392404
"1072","1423104_at","Irs1","16367","insulin receptor substrate 1",-0.156076582599956,9.35603319470216,-0.709576956516032,0.491433068269873,0.879486744723807,-5.77422242525123
"1073","1423110_at","Col1a2","12843","collagen, type I, alpha 2",-0.328011386438113,5.11935889855231,-1.49319488972808,0.161031834518166,0.683920481324278,-4.98663521966422
"1074","1423120_at","Ide","15925","insulin degrading enzyme",-0.363057498270585,9.23450237791267,-1.56426208733031,0.143556462037438,0.670005820888811,-4.89472790127531
"1075","1423122_at","Avpi1","69534","arginine vasopressin-induced 1",-0.0690610826088225,8.76328763249696,-0.331358320927666,0.746050085606021,0.94360823987313,-5.96993223425461
"1076","1423135_at","Thy1","21838","thymus cell antigen 1, theta",-0.136210227923383,4.86993815128961,-0.796663355297899,0.441019496497104,0.859672888970495,-5.71045273390277
"1077","1423136_at","Fgf1","14164","fibroblast growth factor 1",-0.0987152698892189,8.84389809576017,-0.493836066723445,0.63027660574876,0.929075442961934,-5.90254109877225
"1078","1423138_at","Wdr4","57773","WD repeat domain 4",0.0207525780535205,6.23781121621371,0.13591175232781,0.894129121453151,0.969288794197254,-6.01628638008543
"1079","1423152_at","Vapb","56491","vesicle-associated membrane protein, associated protein B and C",0.13480630510566,8.02811308269052,0.717314236986825,0.486816404819079,0.879061692381068,-5.76882812986665
"1080","1423153_x_at","Cfh","12628","complement component factor h",0.0880997368870453,10.1711616631328,0.583376457292135,0.570368821355836,0.908562006750247,-5.85453792500362
"1081","1423154_at","BC005537","79555","cDNA sequence BC005537",-0.139714429658997,6.47150025343288,-0.813783670661596,0.431513943605086,0.854608102944706,-5.69713760904373
"1082","1423158_at","Gnpnat1","54342","glucosamine-phosphate N-acetyltransferase 1",-0.0697508126168156,9.1368784365374,-0.397578359823274,0.697875169349225,0.934795015185489,-5.94558001971765
"1083","1423161_s_at","Spred1","114715","sprouty protein with EVH-1 domain 1, related sequence",-0.0822271837146635,6.11616869213434,-0.462628383905412,0.651851178912981,0.932238109260876,-5.91747693071849
"1084","1423170_at","Taf7","24074","TATA-box binding protein associated factor 7",0.278591894318623,4.92921710598923,1.68900320665227,0.116835320217336,0.64441346152169,-4.72694220976077
"1085","1423176_at","Tob1","22057","transducer of ErbB-2.1",0.18273812076596,10.6177074462125,1.14244025033278,0.275404120426716,0.778513997516077,-5.39502659627751
"1086","1423186_at","Tiam2","24001","T cell lymphoma invasion and metastasis 2",0.817452972297274,6.31505011441859,2.96938326598779,0.0116371191702747,0.435627143774644,-2.70872364396123
"1087","1423192_at","Pspc1","66645","paraspeckle protein 1",0.530873967023101,5.41684320223117,2.7196956761561,0.01851948419003,0.509756649569639,-3.12678591883989
